[u'Harry Kane'],"['84', '80']","['56', '38', '36']","['78', '91', '93', '35', '81', '91']","['75', '81', '83']","['68', '87', '84', '73', '72', '71', '79']","['86', '90', '94', '86', '78', '68', '90', '85']","['14', '8', '10', '11', '11']","['Injury Free', 'Avoids Using Weaker Foot', 'Argues With Officials', 'Giant Throw-in']"
[u'Kalidou Koulibaly'],"['71', '69']","['91', '87', '90']","['87', '86', '35', '88', '52', '82']","['30', '71', '63']","['69', '73', '95', '41', '73', '52', '81']","['83', '55', '22', '15', '28', '28', '33', '14']","['13', '7', '11', '7', '5']",['Long Passer (CPU AI Only)']
[u'Antoine Griezmann'],"['90', '88']","['59', '49', '54']","['73', '92', '90', '49', '86', '89']","['83', '85', '82']","['82', '87', '63', '83', '81', '90', '89']","['84', '82', '89', '83', '86', '85', '86', '87']","['13', '14', '8', '14', '14']","['Beat Offside Trap', 'Selfish', 'Argues With Officials', 'Finesse Shot', 'Speed Dribbler (CPU AI Only)', 'Outside Foot Shot', 'Fan Favourite']"
[u'De Gea'],"['38', '18']","['25', '13', '21']","['38', '87', '12', '30', '65', '68']","['17', '50', '47']","['57', '43', '60', '43', '58', '63', '67']","['21', '61', '13', '12', '21', '19', '29', '13']","['85', '90', '84', '81', '92']","['Flair', 'Second Wind', 'Flair Passes']"
[u'Sergio Busquets'],"['88', '80']","['90', '80', '86']","['85', '87', '77', '89', '86', '93']","['62', '89', '82']","['40', '83', '77', '49', '43', '67', '66']","['68', '61', '67', '54', '66', '68', '60', '44']","['9', '5', '8', '13', '13']",['Giant Throw-in']
[u'Luis Su\xe1rez'],"['84', '85']","['57', '38', '45']","['87', '92', '92', '41', '82', '85']","['78', '82', '72']","['76', '82', '86', '79', '70', '79', '69']","['83', '88', '91', '86', '86', '82', '83', '90']","['33', '27', '25', '31', '37']","['Diver', 'Speed Dribbler (CPU AI Only)']"
[u'Sergio Ramos'],"['83', '65']","['85', '90', '87']","['90', '87', '67', '88', '71', '84']","['66', '80', '83']","['74', '80', '85', '66', '71', '78', '93']","['92', '79', '63', '62', '74', '72', '86', '69']","['7', '11', '8', '9', '11']","['Injury Prone', 'Avoids Using Weaker Foot', 'Leadership', 'Long Passer (CPU AI Only)', 'Giant Throw-in']"
[u'Sergio Ag\xfcero'],"['89', '88']","['30', '24', '29']","['65', '92', '93', '24', '83', '90']","['70', '83', '64']","['82', '79', '74', '91', '78', '84', '81']","['78', '89', '93', '84', '83', '73', '83', '85']","['11', '13', '15', '6', '14']","['Avoids Using Weaker Foot', 'Outside Foot Shot']"
[u'Giorgio Chiellini'],"['61', '59']","['94', '89', '91']","['91', '82', '28', '88', '50', '84']","['54', '65', '65']","['61', '59', '89', '57', '73', '57', '89']","['83', '78', '33', '49', '60', '31', '50', '45']","['4', '3', '3', '2', '3']","['Inflexible', 'Power Free-Kick', 'Injury Prone', 'Long Passer (CPU AI Only)']"
[u'Paulo Dybala'],"['93', '90']","['32', '40', '48']","['48', '84', '80', '42', '87', '84']","['82', '87', '75']","['86', '79', '61', '85', '81', '91', '75']","['64', '80', '80', '86', '88', '88', '86', '88']","['5', '5', '4', '4', '8']","['Beat Offside Trap', 'Selfish', 'Finesse Shot', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Ederson'],"['40', '23']","['29', '8', '15']","['38', '87', '20', '27', '70', '70']","['20', '56', '58']","['64', '41', '68', '48', '63', '60', '66']","['14', '70', '14', '18', '15', '20', '17', '18']","['86', '86', '82', '93', '88']","['Leadership', 'Swerve Pass', 'Acrobatic Clearance']"
[u'Sadio Man\xe9'],"['87', '89']","['42', '38', '42']","['75', '90', '90', '35', '83', '84']","['74', '81', '71']","['95', '85', '67', '86', '93', '92', '86']","['81', '84', '87', '77', '76', '64', '71', '75']","['7', '10', '10', '15', '14']","['Selfish', 'Early Crosser']"
[u'Raheem Sterling'],"['88', '89']","['47', '47', '53']","['38', '89', '91', '30', '79', '79']","['78', '84', '69']","['96', '79', '54', '94', '91', '94', '57']","['38', '76', '83', '77', '75', '63', '69', '67']","['15', '15', '12', '12', '9']","['Selfish', 'Early Crosser']"
[u'Casemiro'],"['78', '69']","['84', '86', '87']","['91', '87', '72', '86', '79', '84']","['58', '84', '84']","['58', '89', '90', '66', '66', '62', '87']","['78', '88', '64', '81', '63', '74', '66', '61']","['12', '13', '14', '16', '12']","['Long Throw-in', 'Diver', 'Injury Prone', 'Argues With Officials']"
[u'Paul Pogba'],"['90', '87']","['63', '65', '67']","['78', '82', '83', '64', '88', '87']","['80', '86', '90']","['67', '87', '89', '66', '79', '75', '82']","['75', '90', '75', '82', '85', '82', '83', '84']","['4', '5', '6', '2', '3']","['Selfish', 'Leadership', 'Argues With Officials', 'Finesse Shot', 'Fan Favourite']"
[u'Christian Eriksen'],"['91', '81']","['59', '22', '57']","['46', '88', '85', '56', '92', '88']","['88', '91', '89']","['75', '93', '57', '80', '71', '79', '50']","['52', '84', '77', '89', '89', '86', '67', '80']","['7', '9', '14', '7', '6']","['Selfish', 'Argues With Officials', 'Finesse Shot']"
[u'Pierre-Emerick Aubameyang'],"['82', '79']","['27', '36', '25']","['43', '87', '90', '48', '77', '85']","['76', '77', '64']","['93', '78', '74', '69', '95', '76', '79']","['78', '82', '89', '79', '80', '74', '76', '86']","['9', '6', '9', '15', '9']","['Diver', 'Beat Offside Trap', 'Early Crosser', 'Speed Dribbler (CPU AI Only)', 'Outside Foot Shot']"
[u'Marco Reus'],"['88', '87']","['49', '45', '37']","['51', '87', '89', '48', '86', '85']","['82', '86', '77']","['85', '76', '67', '84', '85', '86', '71']","['49', '88', '87', '87', '89', '86', '90', '90']","['13', '12', '12', '13', '11']","['Power Free-Kick', 'Avoids Using Weaker Foot', 'Beat Offside Trap', 'Argues With Officials', 'Early Crosser', 'Finesse Shot', 'Speed Dribbler (CPU AI Only)']"
[u'Toni Kroos'],"['88', '80']","['72', '60', '70']","['60', '87', '75', '76', '89', '88']","['88', '92', '92']","['50', '74', '73', '71', '41', '60', '30']","['58', '87', '75', '86', '86', '84', '73', '82']","['7', '10', '11', '13', '10']","['Argues With Officials', 'Finesse Shot', 'Fan Favourite']"
[u'Diego God\xedn'],"['74', '53']","['90', '87', '89']","['88', '81', '48', '87', '52', '82']","['52', '79', '70']","['61', '65', '89', '53', '60', '57', '90']","['88', '67', '42', '43', '49', '49', '50', '47']","['5', '6', '8', '15', '15']","['Injury Prone', 'Long Passer (CPU AI Only)']"
[u'Edinson Cavani'],"['81', '79']","['57', '39', '48']","['84', '91', '93', '54', '77', '80']","['70', '78', '52']","['74', '91', '79', '59', '76', '74', '88']","['89', '88', '88', '79', '77', '76', '85', '90']","['13', '12', '5', '13', '10']",['Long Passer (CPU AI Only)']
[u'David Silva'],"['92', '87']","['59', '29', '53']","['57', '89', '88', '50', '91', '92']","['84', '92', '84']","['69', '73', '48', '88', '61', '87', '64']","['54', '72', '72', '73', '82', '77', '75', '82']","['6', '6', '15', '7', '12']","['Beat Offside Trap', 'Selfish', 'Finesse Shot']"
[u'Hugo Lloris'],"['34', '10']","['29', '18', '10']","['31', '86', '10', '27', '30', '65']","['13', '50', '50']","['65', '41', '43', '54', '62', '55', '74']","['10', '51', '10', '14', '11', '10', '40', '11']","['84', '89', '82', '68', '91']","['Swerve Pass', 'Acrobatic Clearance']"
[u'Manuel Neuer'],"['46', '30']","['17', '11', '10']","['29', '84', '12', '30', '70', '70']","['15', '55', '59']","['54', '43', '80', '35', '60', '51', '77']","['25', '68', '13', '16', '14', '11', '47', '11']","['85', '87', '87', '91', '87']","['Power Free-Kick', 'Flair', 'Swerve Pass', 'Acrobatic Clearance']"
[u'Karim Benzema'],"['90', '86']","['47', '18', '24']","['65', '88', '89', '39', '86', '87']","['75', '85', '73']","['78', '79', '80', '69', '74', '78', '79']","['86', '83', '85', '78', '81', '73', '82', '83']","['5', '13', '11', '5', '7']","['Beat Offside Trap', 'Finesse Shot', 'Speed Dribbler (CPU AI Only)', 'Giant Throw-in']"
[u'Samir Handanovi\u010d'],"['16', '12']","['25', '13', '10']","['25', '83', '12', '22', '41', '69']","['12', '36', '34']","['51', '41', '71', '36', '55', '47', '78']","['10', '52', '10', '19', '12', '14', '23', '12']","['89', '88', '85', '69', '89']","['Flair', 'Giant Throw-in']"
[u'Piqu\xe9'],"['82', '63']","['89', '87', '88']","['76', '85', '64', '89', '72', '87']","['57', '83', '81']","['48', '70', '87', '36', '63', '57', '75']","['85', '62', '65', '51', '58', '43', '69', '57']","['15', '10', '11', '14', '8']",['Avoids Using Weaker Foot']
[u'Bernardo Silva'],"['92', '92']","['49', '40', '59']","['69', '85', '85', '49', '85', '87']","['85', '86', '74']","['85', '93', '54', '92', '78', '94', '51']","['51', '74', '78', '75', '84', '67', '68', '69']","['12', '9', '10', '14', '9']","['Selfish', 'Finesse Shot', 'Fan Favourite']"
[u'Aymeric Laporte'],"['77', '63']","['88', '88', '89']","['79', '87', '54', '87', '65', '85']","['58', '81', '80']","['61', '78', '85', '60', '66', '59', '78']","['86', '68', '45', '47', '61', '69', '44', '40']","['14', '10', '11', '5', '5']",['Leadership']
[u'Roberto Firmino'],"['89', '89']","['60', '42', '64']","['73', '88', '87', '58', '87', '88']","['72', '86', '76']","['78', '88', '74', '83', '77', '80', '81']","['78', '81', '85', '78', '80', '65', '72', '81']","['6', '8', '11', '9', '10']","['Selfish', 'Finesse Shot', 'Outside Foot Shot', 'Fan Favourite']"
[u'Heung Min Son'],"['87', '88']","['48', '33', '34']","['60', '89', '88', '39', '81', '87']","['81', '83', '70']","['86', '87', '62', '76', '89', '86', '63']","['65', '88', '86', '90', '85', '70', '71', '81']","['6', '11', '13', '13', '10']","['Diver', 'Beat Offside Trap', 'Argues With Officials', 'Early Crosser']"
[u'Marco Verratti'],"['89', '90']","['78', '83', '82']","['89', '87', '71', '84', '88', '95']","['75', '90', '89']","['69', '77', '52', '94', '64', '91', '64']","['55', '56', '60', '58', '78', '64', '64', '64']","['15', '12', '12', '15', '10']","['Selfish', 'Finesse Shot']"
[u'Lorenzo Insigne'],"['93', '90']","['49', '22', '24']","['34', '84', '85', '26', '89', '83']","['86', '87', '78']","['94', '72', '40', '93', '85', '94', '52']","['59', '79', '77', '85', '87', '77', '68', '74']","['9', '8', '4', '14', '10']","['Beat Offside Trap', 'Argues With Officials', 'Early Crosser']"
[u'Keylor Navas'],"['19', '16']","['28', '14', '14']","['32', '84', '16', '20', '68', '67']","['11', '30', '37']","['54', '39', '75', '61', '53', '60', '74']","['11', '56', '15', '13', '11', '15', '25', '11']","['82', '90', '81', '75', '90']","['Flair', 'Second Wind']"
[u'Thibaut Courtois'],"['23', '13']","['20', '16', '18']","['23', '82', '13', '15', '44', '66']","['14', '33', '35']","['42', '38', '70', '45', '52', '61', '68']","['13', '54', '14', '17', '19', '20', '27', '12']","['84', '84', '88', '72', '86']","['Flair', 'Acrobatic Clearance']"
[u'Thiago'],"['91', '90']","['67', '71', '67']","['56', '86', '79', '83', '86', '87']","['78', '90', '87']","['76', '75', '59', '88', '64', '91', '76']","['54', '76', '69', '79', '85', '77', '75', '86']","['9', '6', '11', '7', '13']","['Power Free-Kick', 'Injury Prone', 'Selfish', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Jordi Alba'],"['85', '81']","['74', '84', '83']","['77', '85', '83', '83', '78', '82']","['87', '84', '79']","['91', '92', '61', '85', '90', '89', '81']","['70', '64', '73', '66', '80', '63', '59', '60']","['6', '13', '15', '13', '13']",[]
[u'Toby Alderweireld'],"['75', '62']","['90', '86', '90']","['81', '87', '54', '88', '62', '86']","['64', '79', '85']","['61', '78', '79', '50', '66', '59', '84']","['82', '78', '45', '58', '63', '69', '58', '38']","['16', '16', '6', '14', '14']",['Leadership']
[u'Mats Hummels'],"['81', '68']","['90', '86', '89']","['71', '87', '56', '89', '79', '89']","['64', '81', '85']","['46', '65', '85', '59', '55', '64', '68']","['87', '71', '55', '51', '65', '53', '68', '60']","['5', '15', '6', '10', '6']","['Avoids Using Weaker Foot', 'Leadership', 'Finesse Shot', 'Long Passer (CPU AI Only)', 'Speed Dribbler (CPU AI Only)']"
[u'Dries Mertens'],"['89', '91']","['25', '40', '40']","['59', '88', '87', '36', '83', '81']","['79', '82', '74']","['93', '73', '39', '92', '83', '94', '59']","['40', '80', '86', '81', '82', '79', '79', '70']","['10', '7', '10', '8', '4']","['Beat Offside Trap', 'Selfish', 'Argues With Officials', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite', 'Skilled Dribbling']"
[u'Jan Vertonghen'],"['77', '71']","['89', '88', '87']","['84', '85', '56', '89', '68', '84']","['72', '79', '74']","['60', '75', '79', '60', '65', '60', '85']","['80', '80', '56', '66', '66', '70', '66', '52']","['12', '6', '10', '9', '7']","['Long Throw-in', 'Avoids Using Weaker Foot']"
[u'Thiago Silva'],"['80', '67']","['88', '85', '88']","['76', '82', '59', '90', '70', '86']","['60', '80', '80']","['60', '71', '81', '67', '64', '67', '90']","['81', '71', '40', '65', '62', '61', '60', '61']","['9', '9', '12', '5', '10']","['Avoids Using Weaker Foot', 'Long Passer (CPU AI Only)']"
[u'Fernandinho'],"['82', '77']","['87', '80', '86']","['87', '89', '70', '89', '78', '81']","['68', '86', '83']","['68', '79', '76', '77', '64', '69', '78']","['66', '83', '69', '78', '70', '72', '61', '74']","['13', '12', '11', '5', '7']",['Argues With Officials']
[u'Milan \u0160kriniar'],"['69', '67']","['92', '83', '87']","['86', '83', '30', '86', '57', '81']","['40', '73', '69']","['70', '75', '85', '51', '69', '48', '78']","['82', '50', '42', '30', '34', '30', '56', '40']","['8', '10', '13', '12', '12']",[]
[u'Frenkie de Jong'],"['89', '88']","['76', '77', '76']","['73', '88', '73', '82', '86', '90']","['75', '90', '86']","['80', '86', '74', '79', '78', '84', '76']","['66', '68', '64', '62', '84', '64', '45', '69']","['10', '7', '13', '10', '9']","['Selfish', 'Finesse Shot', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Leroy San\xe9'],"['85', '88']","['36', '35', '32']","['61', '81', '84', '34', '82', '80']","['83', '80', '64']","['93', '78', '70', '80', '96', '86', '64']","['72', '87', '81', '78', '83', '82', '71', '85']","['9', '8', '12', '9', '14']","['Long Throw-in', 'Selfish', 'Early Crosser']"
[u'Joshua Kimmich'],"['85', '83']","['78', '79', '80']","['86', '87', '80', '80', '84', '85']","['91', '87', '85']","['77', '94', '66', '84', '68', '84', '79']","['74', '76', '66', '71', '85', '61', '44', '67']","['15', '8', '15', '7', '15']",[]
[u'Fabinho'],"['82', '76']","['84', '85', '87']","['85', '84', '70', '88', '79', '84']","['75', '84', '82']","['67', '88', '81', '66', '69', '66', '75']","['75', '78', '66', '65', '71', '53', '91', '47']","['8', '13', '12', '6', '8']","['Diver', 'Injury Prone', 'Leadership']"
[u'Marquinhos'],"['79', '64']","['86', '87', '87']","['80', '85', '59', '86', '68', '86']","['68', '82', '82']","['72', '76', '75', '68', '76', '69', '89']","['84', '61', '33', '35', '55', '32', '47', '31']","['10', '6', '6', '12', '13']",['Inflexible']
[u'Samuel Umtiti'],"['77', '64']","['87', '85', '88']","['82', '82', '51', '87', '58', '82']","['61', '80', '73']","['66', '71', '86', '66', '72', '62', '88']","['79', '83', '51', '74', '72', '62', '61', '65']","['12', '15', '10', '14', '15']",[]
[u'Alexandre Lacazette'],"['86', '86']","['29', '32', '51']","['72', '86', '87', '42', '78', '86']","['68', '81', '69']","['82', '79', '73', '85', '82', '85', '76']","['74', '86', '87', '78', '74', '74', '84', '82']","['5', '11', '6', '9', '6']","['Selfish', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Ciro Immobile'],"['83', '83']","['34', '32', '33']","['77', '87', '91', '40', '69', '84']","['55', '77', '53']","['79', '79', '73', '63', '85', '75', '77']","['81', '86', '88', '80', '70', '51', '83', '85']","['12', '6', '8', '15', '6']",['Speed Dribbler (CPU AI Only)']
[u'Parejo'],"['86', '79']","['69', '65', '69']","['58', '80', '82', '81', '86', '85']","['84', '91', '88']","['49', '76', '71', '72', '35', '64', '49']","['61', '79', '82', '85', '89', '91', '83', '72']","['14', '5', '9', '12', '8']","['Diver', 'Leadership', 'Finesse Shot']"
[u'CoutinhoL'],"['91', '90']","['55', '47', '54']","['59', '82', '84', '49', '86', '77']","['79', '84', '82']","['84', '76', '61', '93', '75', '92', '59']","['48', '82', '77', '88', '90', '86', '70', '78']","['14', '12', '7', '9', '6']","['Injury Free', 'Selfish', 'Argues With Officials', 'Fan Favourite']"
[u'Wojciech Szcz\u0119sny'],"['22', '11']","['20', '12', '13']","['40', '82', '14', '15', '48', '65']","['12', '32', '36']","['51', '45', '65', '51', '47', '55', '71']","['16', '55', '12', '14', '16', '14', '18', '14']","['86', '85', '82', '73', '88']",['Acrobatic Clearance']
[u'Leonardo Bonucci'],"['75', '69']","['90', '80', '86']","['82', '84', '38', '90', '74', '86']","['44', '77', '85']","['55', '68', '82', '55', '60', '61', '85']","['84', '74', '48', '65', '56', '61', '70', '58']","['2', '2', '2', '3', '4']","['Long Throw-in', 'Diver', 'Leadership', 'Long Passer (CPU AI Only)']"
[u'\xc1ngel Di Mar\xeda'],"['86', '87']","['41', '52', '55']","['73', '82', '84', '42', '86', '85']","['86', '83', '80']","['85', '78', '60', '77', '84', '94', '72']","['51', '83', '76', '85', '88', '88', '73', '77']","['12', '10', '7', '11', '11']","['Selfish', 'Argues With Officials', 'Speed Dribbler (CPU AI Only)', 'Outside Foot Shot', 'Fan Favourite']"
[u'Miralem Pjani\u0107'],"['89', '86']","['78', '70', '76']","['70', '84', '68', '78', '88', '86']","['80', '91', '87']","['69', '79', '61', '81', '67', '75', '60']","['60', '78', '56', '82', '86', '92', '79', '72']","['7', '7', '7', '13', '8']","['Beat Offside Trap', 'Argues With Officials', 'Finesse Shot', 'Fan Favourite']"
[u'Matthijs de Ligt'],"['74', '66']","['86', '80', '82']","['82', '83', '44', '82', '63', '82']","['52', '76', '74']","['61', '77', '88', '60', '72', '56', '84']","['85', '82', '50', '64', '48', '55', '40', '40']","['12', '12', '11', '11', '10']","['Diver', 'Avoids Using Weaker Foot', 'Long Passer (CPU AI Only)']"
[u'Rodri'],"['82', '76']","['82', '78', '84']","['76', '82', '75', '84', '82', '85']","['63', '85', '82']","['68', '84', '80', '72', '66', '69', '69']","['75', '74', '64', '76', '65', '54', '46', '59']","['14', '10', '10', '7', '8']",[]
[u'Arthur'],"['89', '87']","['76', '70', '76']","['75', '85', '75', '77', '86', '83']","['73', '88', '84']","['71', '76', '68', '89', '67', '79', '68']","['58', '78', '70', '76', '76', '60', '69', '63']","['11', '6', '13', '13', '12']","['Finesse Shot', 'Fan Favourite']"
[u'Gianluigi Donnarumma'],"['28', '28']","['20', '16', '14']","['30', '79', '14', '26', '50', '68']","['12', '34', '24']","['46', '34', '72', '38', '54', '64', '72']","['12', '56', '12', '18', '12', '14', '24', '8']","['80', '90', '80', '74', '90']","['Swerve Pass', 'Acrobatic Clearance']"
[u'Sergej Milinkovi\u0107-Savi\u0107'],"['87', '86']","['75', '72', '77']","['73', '80', '79', '78', '85', '82']","['64', '85', '85']","['66', '85', '88', '59', '67', '65', '85']","['86', '83', '80', '80', '78', '75', '56', '74']","['16', '7', '10', '7', '7']","['Selfish', 'Long Passer (CPU AI Only)', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Cl\xe9ment Lenglet'],"['76', '57']","['90', '81', '83']","['80', '84', '54', '87', '66', '82']","['55', '81', '75']","['77', '75', '82', '60', '74', '62', '86']","['82', '58', '39', '46', '59', '31', '49', '37']","['12', '10', '10', '9', '7']",['Long Passer (CPU AI Only)']
[u'Jos\xe9 Mar\xeda Gim\xe9nez'],"['60', '50']","['88', '86', '86']","['89', '79', '24', '85', '27', '75']","['47', '69', '62']","['67', '64', '88', '39', '70', '54', '89']","['81', '72', '37', '48', '36', '44', '38', '30']","['10', '9', '11', '7', '15']",['Injury Prone']
[u'Andrew Robertson'],"['81', '78']","['81', '80', '83']","['80', '84', '76', '82', '77', '79']","['89', '79', '71']","['83', '94', '65', '74', '86', '78', '62']","['63', '74', '57', '65', '80', '30', '55', '32']","['7', '11', '8', '10', '14']","['Dives Into Tackles (CPU AI Only)', 'Early Crosser']"
[u'Bruno Fernandes'],"['87', '85']","['66', '57', '64']","['70', '84', '81', '73', '88', '86']","['86', '86', '87']","['79', '92', '67', '79', '76', '78', '72']","['58', '89', '77', '88', '86', '87', '87', '86']","['8', '12', '14', '15', '14']","['Avoids Using Weaker Foot', 'Selfish', 'Leadership', 'Argues With Officials', 'Finesse Shot', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Niklas S\xfcle'],"['63', '43']","['85', '87', '89']","['83', '81', '26', '81', '40', '75']","['34', '78', '69']","['52', '63', '93', '32', '86', '33', '38']","['86', '77', '22', '62', '28', '30', '32', '33']","['7', '15', '7', '14', '15']",[]
[u'Hakim Ziyech'],"['83', '83']","['44', '40', '56']","['73', '84', '82', '52', '89', '77']","['84', '86', '89']","['83', '84', '58', '78', '77', '86', '37']","['53', '80', '73', '77', '90', '78', '67', '74']","['8', '11', '7', '11', '14']","['Selfish', 'Leadership', 'Argues With Officials', 'Finesse Shot', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Sa\xfal'],"['85', '81']","['77', '77', '78']","['69', '82', '82', '79', '82', '83']","['69', '85', '83']","['71', '87', '77', '69', '70', '73', '78']","['83', '82', '78', '81', '72', '60', '55', '76']","['10', '7', '13', '12', '9']","['Beat Offside Trap', 'Argues With Officials']"
[u'Carvajal'],"['84', '78']","['83', '85', '83']","['84', '84', '75', '83', '74', '82']","['84', '83', '74']","['79', '90', '74', '82', '83', '80', '77']","['70', '68', '41', '36', '74', '47', '45', '34']","['9', '13', '13', '15', '15']",[]
[u'Rapha\xebl Varane'],"['77', '55']","['87', '85', '86']","['77', '83', '44', '82', '59', '84']","['36', '75', '76']","['79', '72', '86', '38', '86', '63', '79']","['83', '52', '40', '53', '46', '52', '43', '42']","['5', '11', '11', '9', '14']",[]
[u'Mauro IcardiL'],"['80', '75']","['45', '20', '24']","['56', '85', '92', '22', '64', '79']","['46', '73', '54']","['76', '67', '73', '76', '75', '75', '94']","['88', '84', '89', '70', '58', '45', '82', '85']","['7', '13', '9', '5', '9']","['Diver', 'Long Passer (CPU AI Only)', 'Speed Dribbler (CPU AI Only)']"
[u'Allan'],"['84', '84']","['88', '86', '88']","['90', '89', '79', '89', '80', '85']","['70', '86', '79']","['79', '94', '79', '86', '71', '82', '69']","['59', '73', '74', '69', '65', '49', '53', '56']","['5', '13', '13', '5', '8']",['Diver']
