[u'Toby Alderweireld'],"['75', '62']","['90', '86', '90']","['81', '87', '54', '88', '62', '86']","['64', '79', '85']","['61', '78', '79', '50', '66', '59', '84']","['82', '78', '45', '58', '63', '69', '58', '38']","['16', '16', '6', '14', '14']",['Leadership']
[u'Jan Vertonghen'],"['77', '71']","['89', '88', '87']","['84', '85', '56', '89', '68', '84']","['72', '79', '74']","['60', '75', '79', '60', '65', '60', '85']","['80', '80', '56', '66', '66', '70', '66', '52']","['12', '6', '10', '9', '7']","['Long Throw-in', 'Avoids Using Weaker Foot']"
[u'Fernandinho'],"['82', '77']","['87', '80', '86']","['87', '89', '70', '89', '78', '81']","['68', '86', '83']","['68', '79', '76', '77', '64', '69', '78']","['66', '83', '69', '78', '70', '72', '61', '74']","['13', '12', '11', '5', '7']",['Argues With Officials']
[u'Leroy San\xe9'],"['85', '88']","['36', '35', '32']","['61', '81', '84', '34', '82', '80']","['83', '80', '64']","['93', '78', '70', '80', '96', '86', '64']","['72', '87', '81', '78', '83', '82', '71', '85']","['9', '8', '12', '9', '14']","['Long Throw-in', 'Selfish', 'Early Crosser']"
[u'Fabinho'],"['82', '76']","['84', '85', '87']","['85', '84', '70', '88', '79', '84']","['75', '84', '82']","['67', '88', '81', '66', '69', '66', '75']","['75', '78', '66', '65', '71', '53', '91', '47']","['8', '13', '12', '6', '8']","['Diver', 'Injury Prone', 'Leadership']"
[u'Alexandre Lacazette'],"['86', '86']","['29', '32', '51']","['72', '86', '87', '42', '78', '86']","['68', '81', '69']","['82', '79', '73', '85', '82', '85', '76']","['74', '86', '87', '78', '74', '74', '84', '82']","['5', '11', '6', '9', '6']","['Selfish', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Rodri'],"['82', '76']","['82', '78', '84']","['76', '82', '75', '84', '82', '85']","['63', '85', '82']","['68', '84', '80', '72', '66', '69', '69']","['75', '74', '64', '76', '65', '54', '46', '59']","['14', '10', '10', '7', '8']",[]
[u'Andrew Robertson'],"['81', '78']","['81', '80', '83']","['80', '84', '76', '82', '77', '79']","['89', '79', '71']","['83', '94', '65', '74', '86', '78', '62']","['63', '74', '57', '65', '80', '30', '55', '32']","['7', '11', '8', '10', '14']","['Dives Into Tackles (CPU AI Only)', 'Early Crosser']"
[u'Jo\xe3o Cancelo'],"['84', '85']","['79', '80', '80']","['73', '84', '78', '78', '78', '82']","['86', '81', '75']","['89', '92', '60', '79', '90', '82', '72']","['68', '80', '58', '68', '82', '69', '46', '62']","['14', '6', '9', '15', '14']",['Fan Favourite']
[u'Kepa'],"['16', '10']","['19', '16', '18']","['18', '78', '15', '21', '57', '63']","['25', '51', '53']","['34', '37', '51', '39', '33', '41', '71']","['18', '65', '11', '14', '25', '19', '24', '18']","['80', '84', '82', '86', '85']","['Flair', 'Flair Passes']"
[u'Riyad Mahrez'],"['90', '90']","['45', '22', '31']","['48', '77', '79', '39', '81', '84']","['81', '78', '75']","['87', '76', '54', '87', '82', '92', '60']","['48', '79', '77', '80', '84', '78', '70', '76']","['11', '15', '9', '13', '6']","['Injury Free', 'Beat Offside Trap', 'Selfish', 'Argues With Officials', 'Fan Favourite']"
[u'Felipe Anderson'],"['88', '90']","['47', '46', '59']","['67', '77', '76', '69', '81', '84']","['81', '81', '76']","['89', '74', '55', '87', '89', '89', '37']","['44', '86', '74', '84', '77', '69', '53', '73']","['5', '12', '10', '9', '7']","['Beat Offside Trap', 'Selfish', 'Argues With Officials', 'Early Crosser']"
[u'Bernd Leno'],"['30', '16']","['27', '18', '15']","['28', '79', '7', '22', '54', '66']","['9', '45', '42']","['55', '43', '68', '44', '56', '52', '73']","['13', '59', '9', '14', '9', '8', '23', '10']","['84', '83', '81', '78', '85']",['Swerve Pass']
[u'Kyle Walker'],"['78', '79']","['78', '83', '84']","['78', '83', '68', '81', '69', '75']","['81', '78', '75']","['87', '89', '77', '70', '94', '66', '83']","['74', '86', '51', '69', '76', '71', '63', '57']","['15', '12', '6', '16', '8']","['Inflexible', 'Early Crosser']"
[u'\u0130lkay G\xfcndo\u011fan'],"['88', '84']","['75', '67', '74']","['70', '85', '78', '77', '86', '87']","['78', '88', '85']","['67', '71', '73', '77', '66', '77', '61']","['50', '77', '71', '74', '85', '74', '76', '75']","['5', '11', '14', '5', '13']","['Power Free-Kick', 'Selfish', 'Finesse Shot', 'Fan Favourite']"
[u'Azpilicueta'],"['77', '69']","['85', '86', '87']","['84', '86', '62', '86', '74', '78']","['81', '80', '80']","['73', '83', '70', '73', '68', '72', '77']","['75', '68', '46', '60', '68', '58', '66', '51']","['6', '13', '9', '10', '5']","['Inflexible', 'Diver', 'Dives Into Tackles (CPU AI Only)', 'Leadership', 'Giant Throw-in']"
[u'Georginio Wijnaldum'],"['85', '85']","['76', '69', '78']","['74', '83', '78', '78', '78', '86']","['69', '85', '79']","['79', '93', '72', '84', '76', '81', '79']","['74', '78', '70', '71', '76', '67', '74', '73']","['12', '16', '6', '14', '6']",['Selfish']
[u'Mesut \xd6zil'],"['89', '84']","['24', '19', '16']","['44', '83', '81', '24', '90', '83']","['83', '89', '82']","['72', '67', '56', '71', '69', '77', '45']","['51', '70', '73', '69', '84', '76', '67', '80']","['6', '6', '14', '10', '14']","['Beat Offside Trap', 'Selfish', 'Finesse Shot']"
[u'Jo\xe3o Moutinho'],"['85', '81']","['71', '67', '72']","['71', '76', '74', '72', '86', '88']","['81', '87', '85']","['60', '78', '60', '85', '53', '75', '72']","['70', '76', '73', '79', '84', '81', '70', '76']","['13', '13', '15', '15', '13']",['Finesse Shot']
[u'Marcus Rashford'],"['83', '85']","['47', '33', '40']","['73', '81', '84', '42', '75', '78']","['74', '75', '63']","['89', '87', '75', '75', '94', '86', '72']","['72', '88', '81', '79', '82', '76', '76', '76']","['7', '11', '6', '15', '14']","['Long Throw-in', 'Selfish', 'Argues With Officials', 'Early Crosser', 'Giant Throw-in', 'Fan Favourite']"
[u'Trent Alexander-Arnold'],"['82', '76']","['76', '79', '83']","['73', '82', '73', '79', '78', '75']","['88', '81', '82']","['79', '83', '62', '74', '81', '74', '66']","['68', '76', '56', '63', '82', '80', '55', '50']","['6', '14', '15', '14', '7']","['Dives Into Tackles (CPU AI Only)', 'Leadership', 'Argues With Officials']"
[u'Giovani Lo CelsoL'],"['86', '85']","['61', '62', '67']","['72', '82', '79', '71', '85', '81']","['78', '83', '83']","['76', '79', '70', '79', '78', '83', '63']","['57', '82', '80', '76', '82', '71', '65', '69']","['15', '10', '7', '10', '14']","['Beat Offside Trap', 'Selfish', 'Argues With Officials', 'Early Crosser', 'Finesse Shot', 'Fan Favourite']"
[u'Nicolas P\xe9p\xe9'],"['82', '86']","['36', '25', '27']","['43', '83', '82', '28', '80', '83']","['79', '75', '67']","['90', '84', '68', '79', '91', '91', '68']","['57', '80', '80', '79', '79', '72', '85', '70']","['6', '11', '14', '11', '8']","['Injury Free', 'Beat Offside Trap', 'Argues With Officials', 'Early Crosser', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Davinson S\xe1nchez'],"['73', '63']","['82', '86', '84']","['87', '79', '34', '82', '49', '75']","['36', '76', '67']","['68', '75', '83', '55', '79', '60', '75']","['80', '66', '40', '44', '30', '27', '44', '28']","['6', '9', '7', '10', '15']",[]
[u'Anthony Martial'],"['86', '87']","['34', '36', '39']","['58', '80', '82', '42', '73', '79']","['72', '78', '60']","['88', '75', '74', '79', '89', '84', '70']","['69', '84', '82', '77', '84', '54', '81', '74']","['15', '9', '8', '8', '11']","['Beat Offside Trap', 'Selfish', 'Early Crosser', 'Fan Favourite']"
[u'Dele Alli'],"['85', '83']","['70', '63', '70']","['84', '85', '86', '74', '83', '87']","['68', '83', '80']","['68', '89', '72', '62', '76', '75', '71']","['83', '78', '82', '79', '75', '68', '74', '79']","['11', '7', '6', '9', '8']","['Selfish', 'Fan Favourite']"
[u'S\xe9bastien Haller'],"['81', '76']","['39', '55', '61']","['76', '84', '84', '36', '75', '82']","['40', '76', '45']","['68', '72', '89', '53', '76', '68', '80']","['86', '81', '85', '67', '57', '46', '91', '82']","['7', '6', '7', '14', '6']",[]
[u'Jorginho'],"['85', '81']","['62', '70', '77']","['79', '81', '68', '76', '87', '79']","['75', '89', '87']","['61', '85', '66', '72', '50', '77', '58']","['56', '71', '57', '62', '75', '76', '84', '71']","['14', '14', '7', '13', '8']",['Finesse Shot']
[u'Jordan Pickford'],"['40', '14']","['21', '12', '20']","['42', '84', '18', '24', '68', '68']","['17', '55', '56']","['53', '45', '70', '55', '44', '55', '77']","['15', '65', '19', '13', '18', '16', '45', '20']","['81', '82', '78', '87', '86']","['Leadership', 'Swerve Pass', 'Flair Passes']"
[u'John Stones'],"['80', '69']","['85', '82', '85']","['79', '82', '49', '81', '67', '82']","['62', '82', '75']","['65', '77', '77', '59', '71', '60', '75']","['83', '46', '29', '38', '47', '29', '44', '27']","['10', '7', '15', '11', '8']",['Inflexible']
[u'Lucas Moura'],"['83', '88']","['31', '44', '43']","['72', '81', '82', '50', '76', '82']","['75', '77', '74']","['95', '76', '57', '92', '89', '93', '90']","['50', '79', '82', '76', '71', '74', '74', '72']","['7', '9', '10', '14', '14']","['Injury Free', 'Selfish', 'Early Crosser']"
[u'Lucas Digne'],"['83', '78']","['78', '84', '83']","['76', '83', '72', '82', '73', '79']","['85', '81', '73']","['79', '85', '69', '78', '78', '69', '92']","['71', '83', '60', '76', '81', '83', '60', '68']","['6', '6', '12', '9', '13']","['Inflexible', 'Injury Prone', 'Argues With Officials']"
[u'Wilfried Zaha'],"['87', '90']","['22', '28', '29']","['73', '77', '78', '23', '76', '81']","['78', '75', '65']","['88', '76', '74', '81', '93', '87', '58']","['47', '81', '78', '70', '57', '51', '66', '64']","['11', '15', '10', '15', '10']","['Injury Free', 'Selfish', 'Fan Favourite']"
[u'Joel Matip'],"['72', '69']","['84', '80', '85']","['79', '83', '48', '86', '72', '79']","['54', '77', '74']","['54', '70', '80', '42', '67', '51', '71']","['83', '66', '36', '48', '63', '22', '42', '50']","['7', '11', '15', '10', '10']",[]
[u'Gylfi Sigur\xf0sson'],"['85', '82']","['57', '55', '57']","['57', '79', '79', '55', '86', '84']","['86', '85', '77']","['57', '86', '65', '63', '56', '68', '65']","['60', '84', '78', '86', '87', '86', '79', '75']","['15', '13', '8', '10', '12']","['Diver', 'Beat Offside Trap', 'Argues With Officials', 'Finesse Shot']"
[u'Jordan Henderson'],"['81', '76']","['79', '76', '80']","['82', '84', '75', '80', '83', '78']","['82', '84', '84']","['65', '90', '74', '70', '64', '69', '77']","['65', '77', '67', '71', '80', '74', '64', '71']","['9', '7', '13', '7', '13']","['Power Free-Kick', 'Avoids Using Weaker Foot', 'Dives Into Tackles (CPU AI Only)', 'Leadership', 'Giant Throw-in']"
[u'David Luiz'],"['79', '66']","['79', '81', '83']","['86', '77', '54', '84', '71', '77']","['68', '77', '82']","['58', '65', '79', '56', '63', '66', '78']","['81', '81', '55', '73', '70', '76', '75', '63']","['7', '11', '12', '10', '14']","['Long Throw-in', 'Leadership', 'Argues With Officials']"
[u'Rui Patr\xedcio'],"['23', '20']","['14', '11', '13']","['39', '77', '13', '22', '64', '66']","['12', '31', '30']","['53', '45', '77', '54', '57', '61', '79']","['11', '58', '12', '11', '10', '16', '32', '17']","['81', '84', '80', '77', '82']","['Diver', 'Second Wind']"
[u'Sokratis'],"['60', '58']","['83', '83', '84']","['88', '81', '49', '76', '45', '81']","['47', '65', '54']","['66', '69', '87', '64', '76', '54', '84']","['85', '77', '44', '48', '29', '35', '24', '46']","['12', '6', '8', '5', '5']","['Diver', 'Avoids Using Weaker Foot']"
[u'Kasper Schmeichel'],"['40', '12']","['14', '13', '14']","['35', '81', '13', '20', '59', '67']","['18', '44', '46']","['56', '34', '64', '47', '60', '62', '60']","['16', '59', '12', '14', '13', '15', '26', '15']","['79', '82', '77', '79', '88']",['Avoids Using Weaker Foot']
[u'Gabriel Jesus'],"['85', '86']","['53', '28', '30']","['73', '85', '86', '32', '77', '81']","['66', '76', '66']","['87', '83', '63', '90', '83', '90', '78']","['75', '78', '84', '73', '76', '54', '78', '72']","['6', '13', '8', '6', '15']","['Selfish', 'Outside Foot Shot', 'Fan Favourite']"
[u'R\xfaben Neves'],"['82', '75']","['69', '69', '74']","['82', '78', '65', '75', '85', '83']","['77', '85', '86']","['64', '78', '67', '70', '60', '65', '68']","['53', '86', '64', '83', '84', '83', '76', '81']","['8', '16', '12', '10', '10']","['Leadership', 'Argues With Officials', 'Finesse Shot']"
[u'Lucas Torreira'],"['81', '78']","['84', '77', '84']","['87', '79', '68', '86', '74', '78']","['74', '83', '76']","['79', '86', '66', '93', '72', '85', '52']","['59', '78', '61', '74', '70', '74', '48', '65']","['7', '5', '5', '13', '9']",['Argues With Officials']
[u'Naby Ke\xefta'],"['88', '88']","['68', '62', '64']","['78', '81', '74', '76', '80', '81']","['62', '85', '76']","['77', '79', '57', '90', '66', '89', '52']","['42', '76', '74', '73', '64', '70', '58', '71']","['14', '7', '14', '15', '9']","['Selfish', 'Argues With Officials', 'Fan Favourite']"
[u'Ricardo Pereira'],"['81', '82']","['78', '78', '83']","['75', '81', '74', '81', '76', '81']","['79', '80', '78']","['85', '85', '66', '77', '86', '79', '75']","['64', '73', '62', '62', '78', '45', '60', '56']","['11', '16', '12', '15', '11']","['Dives Into Tackles (CPU AI Only)', 'Early Crosser']"
[u'Jamie Vardy'],"['74', '74']","['56', '53', '50']","['87', '83', '86', '49', '72', '81']","['68', '67', '48']","['87', '79', '68', '75', '88', '72', '78']","['78', '85', '85', '64', '65', '57', '83', '81']","['15', '15', '14', '7', '11']","['Injury Prone', 'Giant Throw-in']"
[u'Mateo Kova\u010di\u0107'],"['89', '86']","['70', '63', '72']","['77', '76', '69', '71', '83', '81']","['73', '88', '81']","['79', '78', '63', '84', '73', '83', '63']","['42', '79', '61', '75', '78', '68', '59', '76']","['7', '9', '5', '6', '7']","['Selfish', 'Finesse Shot', 'Fan Favourite']"
[u'Antonio R\xfcdiger'],"['69', '60']","['82', '82', '85']","['88', '82', '39', '80', '57', '72']","['68', '75', '72']","['66', '61', '82', '50', '76', '57', '75']","['81', '72', '32', '44', '35', '56', '40', '34']","['12', '14', '15', '10', '8']",['Leadership']
[u'Harry Maguire'],"['75', '69']","['81', '79', '83']","['84', '80', '61', '78', '67', '82']","['44', '76', '75']","['47', '72', '90', '56', '53', '54', '84']","['87', '68', '48', '52', '38', '46', '44', '47']","['14', '14', '16', '9', '9']","['Diver', 'Leadership', 'Long Passer (CPU AI Only)']"
[u'Xherdan Shaqiri'],"['84', '86']","['35', '48', '49']","['61', '80', '74', '55', '81', '82']","['79', '82', '81']","['83', '73', '71', '91', '77', '83', '51']","['45', '87', '71', '84', '88', '84', '65', '76']","['11', '13', '12', '12', '11']","['Selfish', 'Argues With Officials', 'Finesse Shot', 'Skilled Dribbling']"
[u'Nicol\xe1s Otamendi'],"['70', '51']","['80', '81', '83']","['91', '78', '48', '83', '53', '79']","['52', '75', '72']","['55', '65', '78', '58', '57', '58', '89']","['84', '69', '54', '56', '50', '39', '45', '57']","['11', '12', '5', '8', '12']","['Diver', 'Injury Prone', 'Long Passer (CPU AI Only)']"
[u'Pedro'],"['85', '84']","['49', '31', '32']","['56', '81', '82', '49', '78', '77']","['78', '80', '71']","['78', '70', '47', '82', '73', '81', '66']","['55', '77', '78', '79', '81', '57', '66', '70']","['15', '5', '11', '12', '9']","['Beat Offside Trap', 'Argues With Officials', 'Speed Dribbler (CPU AI Only)']"
[u'Willian'],"['82', '88']","['43', '51', '57']","['44', '80', '79', '55', '83', '79']","['76', '80', '77']","['88', '77', '59', '79', '82', '87', '40']","['31', '84', '77', '81', '83', '84', '70', '59']","['7', '14', '12', '13', '13']","['Diver', 'Selfish', 'Fan Favourite']"
[u'Olivier Giroud'],"['83', '70']","['37', '20', '37']","['76', '84', '84', '42', '77', '79']","['64', '79', '58']","['44', '60', '89', '53', '48', '55', '84']","['91', '85', '83', '71', '70', '65', '83', '83']","['6', '12', '15', '11', '5']","['Selfish', 'Speed Dribbler (CPU AI Only)']"
[u'Juan Mata'],"['86', '81']","['38', '21', '31']","['50', '85', '81', '39', '84', '87']","['82', '84', '80']","['66', '68', '34', '89', '58', '79', '61']","['56', '74', '74', '70', '85', '86', '80', '71']","['5', '9', '10', '14', '8']","['Diver', 'Beat Offside Trap', 'Finesse Shot', 'Giant Throw-in']"
[u'\u0141ukasz Fabia\u0144ski'],"['22', '14']","['14', '13', '12']","['43', '75', '15', '16', '52', '63']","['14', '20', '32']","['50', '25', '65', '44', '47', '53', '69']","['11', '53', '13', '20', '18', '12', '22', '17']","['82', '80', '83', '70', '84']","['Flair', 'Acrobatic Clearance']"
[u'Tanguy Ndombele'],"['86', '88']","['68', '69', '74']","['81', '84', '70', '75', '83', '87']","['67', '84', '79']","['84', '80', '78', '86', '76', '83', '63']","['56', '80', '59', '65', '67', '58', '60', '59']","['8', '8', '10', '13', '7']","['Selfish', 'Fan Favourite']"
[u'Wilfred Ndidi'],"['76', '74']","['84', '83', '85']","['85', '79', '67', '84', '67', '77']","['50', '77', '73']","['70', '92', '74', '67', '72', '69', '90']","['76', '80', '50', '68', '58', '58', '55', '66']","['7', '13', '14', '7', '13']",[]
[u'Pablo Fornals'],"['82', '80']","['72', '73', '74']","['65', '76', '77', '74', '83', '75']","['74', '82', '79']","['69', '76', '67', '75', '65', '76', '58']","['50', '77', '77', '80', '70', '70', '55', '72']","['7', '9', '11', '12', '15']","['Finesse Shot', 'Speed Dribbler (CPU AI Only)', 'Fan Favourite']"
[u'Dani CeballosL'],"['85', '85']","['62', '74', '75']","['76', '80', '76', '76', '83', '80']","['74', '83', '80']","['72', '75', '63', '79', '66', '81', '51']","['41', '68', '68', '73', '77', '63', '55', '62']","['7', '12', '15', '16', '13']","['Selfish', 'Fan Favourite']"
[u'Victor Lindel\xf6f'],"['76', '71']","['82', '79', '83']","['81', '82', '51', '81', '70', '83']","['62', '79', '78']","['72', '76', '78', '62', '76', '67', '80']","['79', '70', '42', '52', '64', '59', '54', '38']","['7', '12', '16', '8', '9']","['Diver', 'Leadership']"
[u'Abdoulaye Doucour\xe9'],"['80', '78']","['79', '76', '83']","['78', '78', '73', '82', '77', '74']","['68', '82', '75']","['65', '92', '80', '68', '72', '62', '72']","['66', '84', '73', '75', '41', '42', '54', '68']","['15', '15', '12', '12', '14']",[]
[u'Ryan Fraser'],"['81', '82']","['45', '42', '53']","['65', '77', '77', '45', '80', '79']","['82', '78', '71']","['92', '79', '50', '96', '88', '95', '60']","['30', '71', '75', '73', '83', '72', '69', '64']","['7', '15', '14', '15', '10']","['Beat Offside Trap', 'Selfish', 'Early Crosser']"
[u'Jesse Lingard'],"['82', '80']","['63', '49', '57']","['74', '81', '82', '54', '81', '82']","['74', '80', '63']","['82', '89', '62', '84', '79', '86', '70']","['67', '81', '75', '78', '79', '68', '74', '75']","['13', '14', '10', '8', '9']","['Selfish', 'Argues With Officials']"
[u'Luka Milivojevi\u0107'],"['76', '62']","['78', '73', '78']","['88', '78', '66', '80', '73', '76']","['66', '81', '79']","['53', '90', '82', '63', '56', '62', '62']","['75', '84', '55', '77', '71', '81', '91', '50']","['6', '13', '9', '16', '12']","['Leadership', 'Argues With Officials']"
[u'Luke Shaw'],"['80', '81']","['80', '79', '82']","['82', '80', '73', '81', '74', '76']","['77', '78', '71']","['81', '79', '75', '74', '83', '75', '79']","['75', '70', '44', '54', '76', '58', '53', '54']","['7', '10', '12', '13', '7']","['Power Free-Kick', 'Early Crosser']"
[u'Granit Xhaka'],"['80', '70']","['64', '69', '72']","['92', '73', '75', '71', '82', '74']","['73', '85', '85']","['48', '79', '77', '61', '52', '49', '30']","['62', '90', '53', '79', '76', '77', '63', '50']","['7', '7', '8', '11', '13']","['Long Throw-in', 'Injury Prone', 'Leadership', 'Argues With Officials', 'Finesse Shot']"
[u'Marcos Alonso'],"['83', '78']","['75', '78', '81']","['75', '82', '77', '79', '69', '75']","['83', '83', '73']","['68', '91', '76', '58', '65', '64', '72']","['83', '84', '68', '77', '85', '86', '64', '70']","['9', '9', '7', '13', '12']",['Argues With Officials']
[u'Nemanja Mati\u0107'],"['78', '76']","['79', '75', '83']","['78', '77', '69', '82', '73', '81']","['71', '82', '84']","['45', '69', '84', '47', '51', '43', '65']","['74', '84', '59', '74', '72', '67', '64', '73']","['14', '7', '15', '12', '9']","['Diver', 'Leadership']"
[u'Moussa Sissoko'],"['80', '84']","['76', '81', '82']","['85', '82', '76', '80', '76', '75']","['75', '82', '76']","['74', '91', '90', '58', '85', '64', '77']","['70', '85', '65', '69', '75', '74', '60', '64']","['10', '14', '8', '11', '8']","['Diver', 'Early Crosser']"
[u'James Milner'],"['80', '77']","['77', '79', '80']","['85', '84', '72', '79', '79', '86']","['86', '84', '81']","['63', '87', '70', '73', '59', '69', '62']","['66', '82', '62', '70', '81', '75', '88', '76']","['8', '12', '9', '10', '6']","['Diver', 'Giant Throw-in']"
[u'Richarlison'],"['80', '84']","['46', '36', '44']","['82', '79', '81', '35', '74', '80']","['72', '76', '60']","['82', '80', '77', '72', '86', '78', '80']","['77', '82', '81', '67', '74', '65', '73', '70']","['11', '12', '7', '8', '13']","['Injury Free', 'Selfish', 'Fan Favourite']"
